,pic_data,answers
10,"[255, 255, 162, 255, 158, 68, 17, 17, 158, 255, 255, 255, 255, 255, 255, 62, 17, 17, 17, 17, 17, 113, 255, 255, 255, 255, 62, 17, 17, 113, 107, 17, 17, 62, 209, 255, 255, 204, 17, 17, 113, 255, 255, 113, 209, 255, 255, 255, 255, 158, 17, 17, 17, 255, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 209, 255, 209, 62, 68, 113, 209, 134, 255, 158, 17, 17, 113, 113, 17, 17, 17, 17, 17, 158, 164, 204, 17, 17, 68, 17, 68, 113, 113, 17, 17, 17, 62, 255, 17, 17, 17, 68, 204, 255, 255, 158, 17, 17, 68, 255, 32, 17, 17, 17, 255, 255, 255, 255, 68, 17, 17, 144, 158, 17, 17, 62, 204, 255, 255, 255, 62, 17, 113, 255, 255, 62, 17, 17, 158, 255, 255, 255, 113, 17, 158, 255, 255, 32, 17, 17, 17, 158, 42, 158, 17, 17, 255, 255, 255, 255, 113, 17, 17, 17, 68, 17, 17, 62, 255, 255, 255, 255, 255, 113, 17, 17, 17, 17, 62, 209, 255, 255, 255, 255, 255, 255, 255, 158, 158, 209, 255, 255, 255, 111, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 72, 255, 255, 255, 255, 147, 255, 255, 255, 255, 255]",6
11,"[255, 255, 255, 209, 107, 17, 204, 255, 255, 102, 255, 255, 255, 255, 255, 158, 17, 17, 158, 255, 255, 255, 255, 143, 255, 255, 255, 209, 17, 17, 62, 62, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 17, 17, 255, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 158, 255, 255, 255, 255, 255, 255, 21, 255, 113, 17, 17, 113, 255, 255, 255, 255, 209, 255, 255, 255, 209, 17, 17, 62, 255, 255, 255, 255, 62, 255, 255, 255, 255, 62, 17, 62, 255, 255, 255, 255, 68, 255, 255, 255, 255, 62, 17, 17, 209, 255, 255, 255, 17, 255, 255, 255, 255, 113, 17, 17, 113, 255, 255, 255, 68, 255, 255, 255, 255, 158, 17, 17, 62, 255, 255, 255, 62, 255, 255, 255, 255, 77, 17, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 68, 161, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 209, 255, 255, 255, 255, 177, 255, 255, 255, 17, 113, 209, 255, 255, 255, 255, 255, 255, 255, 255, 255, 75, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 209, 255, 255, 255, 93, 255, 255, 255, 255, 255, 255, 255, 255, 131, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",21
12,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 204, 86, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 107, 255, 255, 255, 255, 255, 255, 255, 128, 255, 255, 255, 255, 255, 204, 158, 113, 255, 158, 68, 17, 158, 255, 255, 255, 113, 68, 17, 17, 62, 113, 17, 17, 113, 255, 90, 113, 17, 17, 62, 62, 68, 17, 17, 17, 68, 255, 209, 68, 17, 68, 209, 255, 255, 209, 17, 17, 62, 255, 158, 17, 17, 62, 255, 255, 255, 255, 68, 17, 17, 255, 113, 17, 17, 158, 255, 255, 255, 255, 113, 17, 17, 255, 158, 17, 17, 11, 255, 255, 255, 255, 209, 17, 17, 255, 209, 17, 17, 62, 255, 110, 255, 255, 158, 17, 17, 255, 255, 17, 17, 17, 158, 255, 255, 255, 113, 17, 17, 255, 255, 47, 17, 17, 17, 158, 204, 113, 17, 68, 17, 255, 255, 255, 68, 17, 17, 17, 17, 17, 68, 113, 17, 255, 255, 255, 255, 158, 62, 17, 62, 113, 255, 209, 17, 255, 255, 255, 255, 89, 197, 204, 255, 255, 255, 255, 62, 255, 255, 255, 255, 102, 156, 255, 255, 255, 255, 255, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 113, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",26
13,"[255, 201, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 167, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 174, 255, 84, 255, 209, 62, 68, 62, 113, 158, 255, 255, 255, 255, 255, 209, 17, 17, 17, 17, 17, 17, 17, 62, 255, 255, 255, 158, 68, 17, 113, 113, 113, 17, 17, 17, 209, 255, 255, 255, 255, 209, 255, 255, 90, 158, 17, 17, 113, 204, 255, 255, 209, 204, 209, 255, 255, 113, 17, 17, 158, 158, 158, 68, 17, 17, 17, 68, 62, 32, 17, 17, 204, 62, 62, 17, 17, 62, 62, 62, 68, 17, 17, 17, 255, 68, 17, 17, 113, 255, 255, 255, 17, 17, 17, 68, 255, 17, 17, 17, 113, 255, 255, 255, 113, 17, 17, 113, 255, 17, 17, 17, 62, 158, 204, 113, 17, 17, 17, 255, 255, 17, 68, 17, 17, 17, 17, 17, 17, 17, 62, 255, 255, 17, 113, 255, 158, 158, 158, 255, 62, 17, 62, 255, 255, 17, 68, 255, 255, 255, 255, 75, 209, 113, 113, 255, 255, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 143, 17, 62, 204, 255, 255, 255, 255, 255, 255, 255, 255, 209, 255, 255, 255, 255, 68, 255, 255, 255, 255, 255, 255, 209, 53, 255, 255, 255, 255, 255, 192, 255, 255, 255, 149, 119]",10
14,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 152, 255, 255, 255, 255, 255, 53, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 158, 158, 204, 255, 255, 255, 255, 255, 255, 255, 255, 255, 113, 17, 68, 204, 158, 62, 68, 158, 255, 255, 255, 255, 17, 17, 17, 62, 17, 17, 17, 17, 62, 255, 255, 255, 68, 17, 17, 62, 158, 113, 113, 17, 17, 113, 255, 209, 17, 17, 17, 255, 255, 255, 209, 17, 17, 62, 255, 113, 17, 17, 158, 255, 255, 255, 255, 62, 17, 17, 255, 113, 17, 17, 158, 255, 255, 255, 255, 62, 17, 17, 255, 62, 17, 17, 209, 255, 255, 255, 255, 62, 17, 17, 255, 68, 17, 17, 158, 255, 255, 255, 209, 68, 17, 62, 77, 17, 17, 17, 68, 255, 255, 255, 113, 17, 17, 113, 113, 17, 17, 68, 17, 62, 62, 62, 17, 17, 17, 255, 113, 17, 17, 158, 113, 17, 17, 17, 17, 62, 209, 255, 62, 17, 17, 17, 255, 164, 62, 68, 17, 255, 255, 255, 68, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 62, 255, 255, 255, 255, 105, 255, 255, 255, 255, 158, 62, 113, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 233, 255, 255, 255, 255, 255, 255]",25
15,"[255, 93, 255, 81, 255, 255, 95, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 149, 255, 255, 255, 249, 255, 255, 255, 158, 255, 255, 56, 255, 47, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 131, 255, 255, 255, 255, 255, 255, 255, 255, 113, 68, 17, 113, 158, 255, 255, 255, 255, 68, 209, 62, 17, 17, 17, 17, 17, 62, 255, 255, 255, 255, 17, 17, 17, 113, 113, 113, 17, 17, 107, 255, 114, 56, 17, 17, 113, 255, 255, 255, 113, 17, 68, 209, 255, 68, 17, 17, 113, 255, 255, 255, 204, 17, 17, 158, 209, 62, 17, 17, 17, 17, 17, 68, 158, 17, 17, 158, 158, 17, 17, 68, 113, 62, 17, 17, 17, 17, 17, 209, 209, 17, 17, 62, 255, 255, 255, 204, 158, 62, 68, 209, 255, 62, 17, 17, 209, 255, 255, 62, 204, 255, 255, 255, 255, 113, 17, 17, 68, 158, 164, 62, 68, 62, 255, 255, 255, 255, 107, 17, 17, 17, 17, 17, 17, 62, 255, 255, 255, 255, 255, 204, 113, 62, 68, 62, 164, 255, 255, 255, 255, 255, 173, 255, 255, 255, 255, 255, 255, 255, 255, 108, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 123, 255, 255, 255, 255, 255, 255, 255, 255, 255, 212, 255, 158, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 120, 255, 42, 255, 255, 255, 74, 255]",14
16,"[255, 255, 255, 158, 62, 164, 255, 255, 255, 255, 255, 255, 255, 255, 158, 17, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 113, 209, 255, 255, 255, 255, 255, 255, 255, 255, 158, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 141, 204, 113, 17, 255, 255, 255, 255, 255, 153, 255, 255, 255, 113, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 158, 17, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 209, 255, 255, 255, 255, 255, 255, 255, 255, 158, 17, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 17, 204, 255, 174, 255, 255, 255, 255, 255, 255, 107, 17, 17, 17, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 77, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 62, 113, 255, 255, 255, 255, 255, 255, 255, 255, 255, 209, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 144, 255, 255, 173, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 5, 255, 255, 255, 255, 144, 255, 255, 255, 78, 255, 255, 255, 255, 60, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 128, 255, 255, 255, 255, 255, 255, 255, 161, 255, 255]",18
17,"[255, 255, 255, 255, 255, 255, 204, 209, 72, 233, 255, 255, 255, 255, 255, 255, 255, 62, 68, 17, 17, 62, 164, 255, 102, 102, 255, 209, 17, 17, 17, 17, 17, 17, 17, 158, 255, 255, 255, 62, 17, 17, 113, 204, 209, 62, 17, 62, 255, 255, 158, 17, 17, 68, 255, 255, 255, 113, 17, 17, 255, 255, 62, 17, 17, 158, 255, 255, 255, 255, 255, 209, 255, 255, 17, 17, 17, 158, 62, 68, 62, 117, 255, 255, 255, 255, 68, 17, 17, 17, 17, 17, 17, 17, 209, 255, 255, 209, 17, 17, 17, 32, 204, 204, 17, 17, 17, 255, 255, 204, 17, 17, 68, 209, 255, 255, 209, 17, 17, 158, 255, 209, 17, 17, 17, 255, 255, 255, 204, 17, 17, 68, 255, 209, 17, 17, 113, 255, 123, 255, 209, 17, 17, 62, 255, 255, 17, 17, 17, 255, 255, 255, 113, 17, 17, 158, 255, 255, 113, 17, 17, 62, 209, 158, 68, 17, 68, 209, 255, 255, 255, 68, 17, 17, 17, 17, 17, 17, 158, 255, 255, 255, 255, 255, 113, 62, 17, 62, 113, 158, 255, 255, 255, 255, 255, 255, 255, 255, 204, 255, 255, 255, 255, 198, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 80, 255, 255, 255, 255, 255, 255, 255, 255, 255, 197, 255, 255, 255, 255]",6
18,"[30, 98, 192, 255, 66, 255, 255, 158, 113, 209, 255, 255, 255, 255, 201, 255, 255, 255, 164, 17, 17, 113, 255, 255, 255, 255, 141, 255, 255, 158, 17, 17, 17, 158, 255, 141, 255, 255, 255, 158, 113, 17, 17, 17, 17, 209, 255, 255, 204, 255, 113, 17, 17, 62, 17, 17, 17, 62, 255, 255, 111, 255, 158, 62, 113, 204, 113, 17, 17, 17, 255, 255, 255, 255, 47, 255, 255, 255, 62, 17, 17, 255, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 117, 17, 17, 17, 35, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 209, 17, 17, 62, 255, 255, 173, 255, 255, 255, 255, 255, 209, 17, 17, 113, 255, 131, 255, 255, 255, 255, 255, 255, 209, 17, 17, 17, 255, 255, 255, 255, 255, 255, 126, 255, 113, 17, 17, 158, 255, 35, 255, 255, 81, 255, 255, 255, 17, 17, 17, 158, 255, 255, 255, 255, 255, 255, 255, 255, 204, 158, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 120, 164, 255, 168, 255, 255, 255, 255, 255, 255, 255, 128, 255, 255, 255, 188, 255, 255, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 182, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",1
19,"[255, 255, 255, 98, 255, 255, 255, 255, 255, 255, 255, 255, 108, 255, 255, 255, 255, 255, 152, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 114, 255, 255, 45, 255, 255, 255, 158, 113, 62, 62, 17, 113, 255, 255, 87, 255, 255, 62, 17, 17, 17, 17, 17, 17, 113, 255, 255, 255, 62, 17, 17, 113, 158, 158, 17, 113, 158, 255, 255, 209, 17, 17, 62, 255, 255, 255, 255, 255, 255, 255, 102, 209, 17, 17, 62, 158, 113, 158, 113, 158, 17, 255, 255, 255, 17, 17, 17, 17, 17, 17, 17, 17, 17, 62, 255, 255, 158, 62, 17, 17, 17, 17, 17, 17, 17, 17, 255, 255, 255, 255, 209, 209, 209, 204, 77, 158, 17, 17, 255, 255, 255, 255, 255, 209, 255, 255, 255, 255, 17, 17, 255, 255, 255, 113, 68, 62, 209, 209, 158, 62, 17, 17, 255, 255, 255, 68, 17, 17, 17, 17, 17, 17, 17, 158, 255, 255, 255, 255, 158, 62, 68, 62, 113, 158, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 225, 255, 140, 255, 255, 255, 255, 255, 255, 171, 255, 255, 255, 255, 255, 57, 83, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 138, 255, 255, 255, 255, 255]",28
20,"[255, 255, 204, 158, 113, 68, 17, 62, 17, 17, 204, 255, 255, 255, 158, 17, 17, 17, 17, 17, 17, 17, 209, 255, 255, 255, 62, 17, 17, 62, 17, 68, 113, 158, 209, 255, 255, 63, 113, 17, 47, 255, 171, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 255, 255, 209, 255, 255, 255, 255, 255, 255, 113, 17, 68, 113, 68, 17, 68, 62, 255, 98, 255, 255, 62, 17, 17, 17, 17, 17, 17, 17, 17, 255, 255, 201, 113, 17, 17, 113, 56, 204, 113, 17, 17, 62, 255, 255, 107, 68, 113, 255, 108, 255, 209, 62, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 255, 255, 255, 71, 255, 255, 255, 255, 117, 62, 17, 17, 255, 255, 164, 17, 113, 204, 255, 255, 255, 62, 17, 62, 255, 255, 113, 17, 17, 68, 47, 255, 158, 17, 17, 113, 255, 255, 255, 62, 17, 17, 68, 62, 17, 17, 68, 23, 255, 255, 255, 209, 62, 17, 17, 17, 17, 68, 204, 255, 255, 255, 209, 177, 255, 209, 164, 158, 255, 255, 255, 255, 255, 255, 255, 255, 182, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 231, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",5
21,"[255, 255, 255, 255, 62, 17, 17, 204, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 209, 17, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 77, 255, 255, 144, 132, 255, 255, 255, 255, 62, 17, 17, 204, 255, 204, 255, 255, 255, 255, 255, 255, 62, 17, 62, 113, 62, 17, 17, 113, 209, 255, 255, 158, 17, 17, 17, 17, 68, 17, 17, 17, 62, 255, 255, 113, 17, 17, 62, 255, 255, 255, 62, 17, 17, 90, 255, 17, 17, 17, 209, 255, 113, 255, 158, 17, 17, 209, 209, 17, 17, 68, 75, 255, 255, 255, 62, 17, 17, 204, 158, 17, 17, 62, 255, 255, 255, 255, 62, 17, 17, 255, 113, 17, 17, 209, 233, 255, 255, 174, 17, 17, 62, 255, 62, 17, 62, 209, 255, 255, 255, 158, 17, 17, 113, 209, 17, 17, 62, 255, 255, 255, 255, 113, 17, 17, 17, 158, 113, 17, 113, 255, 255, 255, 255, 17, 17, 17, 255, 255, 255, 255, 255, 183, 255, 255, 117, 17, 17, 113, 255, 255, 255, 255, 255, 35, 255, 255, 98, 17, 68, 113, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 45, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 255, 255, 249, 255, 255, 255, 177]",17
22,"[255, 255, 255, 255, 255, 66, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 74, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 158, 62, 158, 255, 255, 255, 120, 255, 255, 255, 255, 255, 68, 17, 17, 209, 174, 255, 255, 255, 255, 204, 255, 255, 62, 17, 62, 255, 89, 255, 255, 113, 158, 158, 255, 209, 17, 17, 113, 195, 255, 255, 255, 68, 17, 113, 255, 62, 17, 17, 164, 255, 255, 255, 209, 17, 17, 158, 255, 68, 17, 68, 35, 255, 255, 255, 113, 17, 17, 204, 158, 17, 17, 62, 126, 255, 255, 255, 17, 17, 62, 255, 113, 17, 17, 164, 255, 255, 122, 38, 17, 17, 62, 255, 68, 17, 17, 204, 255, 255, 255, 113, 17, 17, 158, 255, 62, 17, 17, 113, 255, 255, 204, 68, 17, 68, 209, 255, 209, 17, 17, 17, 62, 17, 17, 17, 17, 62, 255, 255, 197, 255, 62, 68, 62, 113, 113, 17, 17, 158, 255, 255, 255, 255, 255, 255, 255, 255, 113, 17, 62, 204, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 158, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 75, 255, 255, 255, 255, 213, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 192, 255]",30
23,"[255, 255, 255, 255, 255, 255, 17, 17, 17, 209, 255, 255, 255, 255, 255, 255, 255, 255, 158, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 204, 62, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 17, 47, 255, 255, 255, 75, 204, 62, 68, 62, 113, 17, 17, 62, 255, 255, 255, 47, 17, 17, 17, 68, 17, 17, 17, 68, 209, 255, 204, 17, 17, 17, 204, 255, 158, 17, 17, 17, 17, 68, 113, 17, 17, 209, 255, 173, 143, 209, 17, 17, 62, 62, 68, 17, 17, 204, 255, 255, 255, 255, 68, 17, 17, 158, 62, 17, 17, 209, 90, 108, 255, 255, 113, 17, 17, 204, 158, 17, 17, 62, 255, 255, 255, 255, 158, 17, 17, 255, 209, 68, 17, 68, 209, 255, 255, 255, 113, 17, 17, 255, 255, 62, 17, 17, 68, 158, 255, 158, 17, 62, 62, 255, 255, 255, 62, 17, 17, 17, 62, 17, 17, 209, 113, 255, 255, 255, 209, 62, 17, 17, 17, 17, 158, 83, 255, 255, 255, 255, 255, 255, 158, 158, 113, 255, 255, 255, 255, 255, 255, 255, 255, 75, 255, 255, 255, 255, 11, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 122, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 186, 255, 255, 255]",13
24,"[255, 255, 255, 203, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 182, 255, 255, 255, 255, 255, 255, 204, 120, 255, 255, 255, 255, 255, 255, 255, 255, 209, 32, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 255, 255, 255, 255, 204, 255, 255, 255, 255, 68, 17, 68, 255, 158, 68, 17, 62, 204, 255, 255, 255, 62, 17, 17, 255, 255, 17, 17, 17, 113, 186, 255, 161, 113, 17, 68, 255, 255, 255, 62, 17, 17, 113, 255, 255, 62, 17, 17, 255, 255, 255, 209, 62, 17, 17, 72, 255, 68, 17, 68, 255, 255, 255, 255, 209, 17, 17, 17, 209, 113, 17, 17, 255, 255, 255, 255, 255, 209, 17, 17, 62, 113, 17, 68, 255, 255, 255, 255, 255, 255, 113, 17, 17, 17, 17, 17, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 17, 17, 255, 108, 255, 255, 153, 204, 255, 255, 255, 68, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 17, 255, 255, 255, 255, 255, 255, 255, 255, 204, 17, 17, 68, 255, 255, 255, 122, 255, 255, 209, 107, 62, 17, 17, 113, 255, 255, 255, 255, 255, 143, 209, 68, 17, 68, 113, 255, 255, 255, 255, 255, 255, 255, 255, 113, 158, 209, 255, 255, 255]",34
25,"[255, 255, 255, 255, 255, 147, 255, 255, 255, 255, 255, 255, 168, 255, 255, 255, 255, 255, 255, 255, 188, 255, 255, 255, 255, 255, 255, 66, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 77, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 102, 255, 255, 255, 209, 72, 209, 255, 255, 255, 255, 255, 167, 255, 204, 68, 17, 17, 17, 68, 113, 255, 255, 255, 255, 204, 62, 17, 17, 17, 62, 17, 17, 107, 255, 255, 255, 113, 17, 17, 113, 255, 128, 113, 17, 17, 204, 255, 209, 17, 17, 17, 255, 255, 255, 255, 68, 17, 113, 255, 158, 17, 17, 68, 62, 158, 204, 209, 62, 17, 62, 111, 158, 17, 17, 17, 17, 17, 17, 17, 17, 17, 68, 255, 158, 17, 17, 209, 209, 209, 113, 113, 62, 68, 62, 255, 158, 17, 17, 158, 255, 255, 255, 204, 255, 255, 255, 255, 209, 68, 17, 68, 21, 255, 209, 68, 17, 158, 255, 255, 255, 158, 17, 17, 17, 17, 62, 17, 17, 107, 255, 255, 255, 255, 158, 113, 62, 17, 17, 68, 113, 255, 255, 255, 255, 255, 255, 255, 255, 204, 209, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 137, 255, 255, 255, 255, 255, 255, 255, 207, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 30, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",14
26,"[255, 255, 255, 179, 255, 255, 255, 255, 255, 96, 255, 255, 255, 255, 255, 255, 255, 45, 158, 62, 68, 62, 164, 255, 96, 255, 255, 255, 204, 68, 17, 17, 17, 17, 17, 68, 255, 255, 255, 255, 113, 17, 17, 62, 158, 62, 17, 17, 255, 255, 255, 158, 17, 17, 62, 255, 255, 255, 17, 17, 255, 255, 239, 62, 17, 17, 209, 255, 255, 255, 113, 62, 255, 255, 204, 17, 17, 62, 204, 158, 113, 255, 255, 255, 255, 255, 158, 17, 17, 17, 68, 17, 17, 62, 209, 179, 255, 255, 62, 17, 17, 17, 62, 113, 17, 17, 17, 204, 152, 255, 113, 17, 17, 62, 255, 255, 255, 17, 17, 62, 255, 255, 17, 17, 17, 209, 255, 42, 255, 62, 17, 62, 255, 192, 68, 17, 68, 255, 255, 255, 255, 62, 17, 62, 255, 255, 62, 17, 17, 209, 255, 255, 30, 68, 17, 62, 255, 255, 77, 17, 17, 113, 255, 255, 158, 17, 17, 113, 255, 255, 255, 62, 17, 17, 17, 68, 17, 17, 17, 209, 255, 255, 255, 17, 113, 17, 17, 17, 17, 62, 209, 255, 255, 255, 128, 255, 255, 164, 107, 68, 17, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 107, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 233, 255, 255, 255, 134, 255, 255, 255, 255, 255, 255, 90, 255, 255, 255, 255, 42, 255, 255, 255]",6
27,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 168, 255, 255, 255, 255, 255, 255, 255, 182, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 29, 255, 113, 255, 255, 107, 255, 255, 255, 255, 255, 255, 255, 90, 17, 255, 255, 255, 255, 255, 255, 255, 63, 255, 255, 255, 17, 255, 255, 255, 68, 62, 68, 209, 62, 17, 113, 255, 255, 255, 72, 255, 17, 17, 17, 62, 17, 62, 11, 255, 255, 255, 255, 255, 68, 17, 17, 62, 255, 255, 209, 255, 255, 255, 255, 255, 17, 17, 17, 209, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 17, 255, 255, 255, 96, 255, 207, 171, 255, 114, 68, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 17, 255, 255, 255, 62, 255, 255, 255, 255, 255, 68, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 17, 113, 255, 255, 35, 255, 255, 255, 255, 255, 68, 62, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 83, 255, 255, 255, 116, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 86, 255, 255, 88, 255, 255, 255, 255, 108, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 192, 255, 81, 255, 255, 255, 255, 255, 255, 255, 255, 255]",27
